class_index,review_text
3,will find plenty to shake and shiver about in ` The Ring
4,This is a superior horror flick .
1,to whether you 've seen pornography or documentary
2,skateboarder
2,serious film
3,an integrity
2,But something seems to be missing .
0,been astronomically bad
2,it 's invaluable
1,Italian freakshow
3,do n't notice the 129-minute running time
2,His Secret Life
2,Iranian people
1,the dry humor
2,a litmus test of the generation gap
3,the creativity
2,make something bigger out of its scrapbook of oddballs
3,seductively stylish
2,Putting the primitive murderer inside a high-tech space station
3,backed by sheer nerve
1,rehashes to feed to the younger generations
2,Floyd
2,Those of you
1,dulls
3,as his outstanding performance as Bond in Die
1,an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans
2,as `` Pootie Tang with a budget
2,absolute raving Star Wars junkie
3,ai n't half-bad
2,the manifesto
1,indie tatters and self-conscious seams
1,a sloppy script
4,have made it an exhilarating
2,under the right conditions
2,a screening
3,the film certainly does n't disappoint .
0,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .
2,Jeffrey
3,provocative central wedding sequence
4,is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half
2,buck or so
3,visually speaking
2,to review
3,keeps the energy humming
1,The Spalding Gray equivalent of a teen gross-out comedy
3,the wake of Saving Private Ryan
2,wants to cause his audience an epiphany
1,Entertains not so much
4,is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .
2,link
2,in service of of others
1,was n't a good movie
1,a bunch of talented thesps slumming it
2,backlash
2,roll across the pat ending
4,great acting
1,may be his way of saying that piffle is all that the airhead movie business deserves from him right now
2,physical time and space
3,the movie rising above similar fare
2,God is love
2,holiday kids
2,allegory
2,open-ended questions than concrete story and definitive answers
1,it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list
2,Huppert scheming
2,an opinion to share
2,express his convictions
2,if you need to see it
3,God Is Great addresses interesting matters of identity and heritage
2,be something
3,appealing character quirks to forgive that still serious problem
3,second helpings
0,phoney-feeling sentiment
3,each one of these people stand out
4,It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .
3,perfect balance
3,its most delightful moments come when various characters express their quirky inner selves
2,of advice
1,`` radical '' or `` suck ''
4,like a masterpiece
2,jumbo
2,heartache
2,easily overshadowed by its predictability
4,are scenes of cinematic perfection that steal your heart away
2,to whether you can tolerate Leon Barlow
2,flows
4,praiseworthy
1,This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .
1,you suffer the dreadfulness of war from both sides
2,two words to say about Reign of Fire
3,are undeniably touched
2,front and center
2,bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance
2,win over the two-drink-minimum crowd
2,the little things
2,set in
2,inventive cinematic tricks
2,confused in Death
2,a quintet
2,airless
1,Noyce 's greatest mistake
2,practically every expectation
2,aware
2,going to show up soon
2,think you 've figured out Late Marriage
0,offended by his lack of faith in his audience
2,naturalness
1,a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences
4,well-paced and
4,positive -LRB- if tragic -RRB- note
2,When Mr. Hundert tells us in his narration that ` this is a story without surprises
2,a movie can be
2,documentaries ever
2,they become distant memories
3,its poignant and uplifting story in a stunning fusion of music and images
0,must have read ` seeking anyone with acting ambition but no sense of pride or shame . '
1,misfire that even Tunney ca n't save .
1,sub-par
1,a pretty mediocre family film
1,thinly-conceived movie .
0,'s just merely very bad .
2,little less charm
4,works beautifully as a movie
3,I 'll buy the Criterion DVD .
1,merely bad rather than
2,the ears of Cho 's fans
2,is its crack cast
2,wrote
1,wide-angle shots taken from a distance to hide the liberal use of a body double
2,mill sci-fi film
2,for Universal Studios and its ancillary products . .
1,The movie is a mess from start to finish .
3,create
2,Douglas McGrath 's version
3,touched by the film 's conviction
2,re-create
2,in Birthday Girl
2,by the two daughters
2,LL Cool J.
2,read The Catcher in the Rye
0,miserable
2,last year 's `` Rollerball
2,megalomaniac bent
2,an amiable aimlessness
2,of accessibility
2,a lousy way
2,is laid back
3,physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death
3,greater beause director
1,A woefully dull
2,to eat up these Veggies
3,with a core of decency
2,a block
3,exuberantly
2,relies too much
1,'s no energy
2,but the sickly sweet gender normative narrative
2,by David Koepp
0,'s in the action scenes that things fall apart
3,irresistibly
2,the human race splitting
2,coming next
3,puts a suspenseful spin on standard horror flick formula
3,coming-of-age comedy .
1,The problems and characters it reveals
2,in January
1,Troll the cult section of your local video store for the real deal
2,stumble
2,before it 's over
2,liberal or
3,for the best
0,dumb drug jokes and predictable slapstick
2,typical Sandler fare
0,a man who has little clue about either the nature of women or of friendship
2,Mitchell
1,you do n't understand what on earth is going on
2,What the audience feels
1,after-hours
3,grace and humor
3,8 Crazy Nights comes close to hitting a comedic or satirical target
3,A quirky comedy
3,The niftiest trick perpetrated by The Importance of Being Earnest
2,will keep them guessing
3,poignant and wryly amusing
4,best kind
2,of her three protagonists
2,the current Americanized adaptation
3,the one thing most will take away is the sense that peace is possible
2,in the world of lingerie models and bar dancers
2,band Wilco
2,contemplates
2,stuffs his debut with more plot
2,is pretty much
2,climactic hourlong cricket match
2,its place
4,very smart
1,It 's a Frankenstein-monster of a film that does n't know what it wants to be .
2,Scarlet
2,teenaged
2,such beast
1,Gorgeous to look at but insufferably tedious and turgid ...
2,can offer
2,Joan 's
4,stunning
3,the best way
3,a worthwhile addition to a distinguished film legacy
3,a successful adaptation and
2,'s not difficult to spot the culprit early-on in this predictable thriller
0,snooze
3,perfect material
1,empathy and pity fogging up the screen ...
3,honest insight
2,in this Antonio Banderas-Lucy Liu faceoff
2,recognizable and
2,Latin music
2,jaw-droppingly
1,Supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .
2,Picnic ranks
3,Schrader relies on subtle ironies and visual devices to convey point of view .
2,Manoel de Oliviera
2,at all clear
2,say
1,is that it 's a brazenly misguided project
2,the perfectly pitched web of tension
2,make its way past my crappola radar and find a small place in my heart
2,gripping to plodding and back
2,of his poetics
3,The filmmakers ' eye for detail and the high standards of performance
2,Mexican icon
2,replace past tragedy
2,sticks
0,from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer
2,sum up the strange horror of life in the new millennium
2,In Praise
2,42 minutes
2,his own fear and paranoia
2,contend with craziness and child-rearing
2,as a director
3,a probing examination
2,14-year-old
1,escaped the rut dug by the last one
4,outstanding soundtrack
2,film as music
1,The story plays out slowly
2,that is an object lesson in period filmmaking
2,with a bigger budget
2,offer no easy rewards
2,t-tell stance
2,was once
4,well worth watching
2,a few cheap thrills from your Halloween entertainment
2,Ana
3,is this films reason for being .
3,a cinematic fluidity and sense of intelligence that makes it work more than it probably should
2,Troll the cult section of your local video store for the real deal .
2,a hip-hop Tootsie
2,structures
2,a grinning Jack O ' Lantern
2,non-Disney
2,of dust-caked stagnation
2,determination
2,Boyd 's
2,the poor
4,of a first-rate cast
2,a fierce struggle to pull free from her dangerous and domineering mother
3,style and humor
1,it 's no classic
2,given here
1,of almost perpetually wasted characters
0,rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .
2,hustler
3,acute enough to make everyone who has been there squirm with recognition
3,hope and magic
2,for a lifetime
3,entertaining tricks
2,'d much rather
0,Hungry-Man portions of bad
1,will not be for much longer
1,a florid turn
3,Jane Wyman and
2,the line between another classic for the company
1,heartily sick
2,if you 've never come within a mile of The Longest Yard
2,into a spiritual aspect of their characters ' suffering
2,your pay per view dollar
2,fierce lesson
2,Norris
1,style-free
2,mere 84 minutes
1,so overwrought
2,a pedestrian spin
1,did n't mean much to me
2,members and undemanding armchair tourists
2,comic tragedy
1,A fake street drama that keeps telling you things instead of showing them
